문장,범죄유형
"""라고 규정하고 있다",False
" 그 위임에 따른 구 학교폭력예방법 시행령 제19조는 ""위 법 제17조 제1항의 조치별 적용 기준은 가해학생이 행사한 학교폭력의 심각성·지속성·고의성, 가해학생의 반성 정도, 해당 조치로 인한 가해학생의 선도 가능성, 가해학생 및 보호자와 피해학생 및 보호자 간의 화해의 정도 등을 고려하여 결정하되, 그 세부적인 기준은 교육부장관이 정하여 고시한다",False
"""라고 규정하고 있다",False
" 구 학교폭력 가해학생 조치 별적용 세부기준 고시( 교육부고시 제2020-218호로 개정되기 전의 것, 이하 '이 사건 고시'라 한다) 제2조 제1항, [별표]는 학교폭력의 심각성, 지속성, 고의성, 가해학생의 반성 정도, 화해 정도 총 5개 기본 판단 요소에 대하여 0~4점의 점수를 부여하고, 여기에 해당 조치로 인한 가해학생의 선도 가능성 및 피해학생의 보호를 고려하여 조치를 가중 또는 감경할 수 있도록 정하고 있다",False
"위와 같은 규정의 내용, 형식 및 취지 등에 비추어 보면, 해당 학교의 장이 학교폭력가해학생에 대하여 어떠한 조치를 할 것인지 여부는 학교의 장의 판단에 따른 재량행위에 속하고, 학교폭력에 대한 조치가 사회통념상 현저하게 타당성을 잃어 재량권을 일탈·남용하였는지 여부는 학교폭력의 내용과 성질, 조치를 통하여 달성하고자 하는 목적 등을 종합하여 판단하여야 한다",False
 판단,False
"앞서 인정한 사실에 변론 전체의 취지를 더하여 알 수 있는 다음과 같은 사정들을 종합하면, 원고가 주장하는 모든 사정을 참작한다고 하더라도 이 사건 제1처분이 사회통념상 현저하게 타당성을 잃을 정도여서 피고가 그 재량권의 범위를 일탈하거나 재량권을 남용한 것이라고 보기는 어렵다",False
 결국 원고의 이 부분 주장은 이유 없다,False
" 피해학생의 보호, 가해학생의 선도·교육 및 피해학생과 가해학생간의 분쟁조정을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성하려는 구 학교폭력예방법의 입법 취지와 이를 위하여 자치위원회를 별도로 마련한 구 학교폭력예방법의 규정 내용 등을 고려할 때, 교육전문가인 학교의 장이 자치위원회의 요청에 따라 교육목적과 내부질서유지를 위하여 징계조치를 한 결과는 가능한 존중되어야 한다",False
 앞서 본 바와 같이 원고가 D에게 행한 각 행위가 구 학교폭력예방법 제2조 제1호 소정의 '학교폭력'에 해당한다,False
" 이 사건 자치위원회는 이 사건 고시에 따라 학교폭력의 심각성·지속성·고의성, 가해학생의 반성 정도, 화해 정도를 합계 12점으로 평가하면서도(기본 판단 요소), 원고의 선도 가능성을 고려하여 특별교육이수 외에는 아무런 조치도 의결하지 않았다(부가적 판단 요소), 그에 따라 피고는 원고에 대하여 특별교육이수 외에 아무런 조치도 취하지 않았는바, 이는 구 학교폭력예방법령이 예정한 조치 중 가해학생인 원고에게 사실상 가장 유리한 결과라 할 것이다",False
" 설령 D이 원고의 주장과 같이 어떠한 잘못을 저질렀다고 하더라도, 원고에게 D에 대하여 사적(私的) 제재를 가할 권리 내지 권한은 없다",False
" 그럼에도 원고는 D을 상대로 폭언과 폭행을 가하고, 선도를 한다는 미명 아래 20~30분 동안 무릎을 꿇고 손을 들고 있게 하는 벌을 주고, 합의를 한다는 명분으로 금원을 갈취하였다",False
 이로 인해 D은 상당한 정신적 고통을 입었을 것으로 보인다,False
" 피고는 원고의 선도·교육을 위하여 특별교육이수를 명하였는데, 이를 통해 학내외 전문가의 도움을 받아 교육을 이수하도록 함으로써 학교폭력에 대한 인식을 개선하고 행동을 반성할 기회로 삼을 수 있는 기회를 제공한 것으로 보인다(물론 특별교육이수 이후에 드러난 원고의 태도에 비추어 특별교육이 원고에게 학교폭력에 대한 인식을 개선하거나 자신의 허물을 되돌아보는 기회로 다가오지는 않은 것으로 보인다)",False
" 이 사건 제1처분을 통하여 달성하고자 하는 공익은 피해학생의 보호, 가해학생의 선도 교육을 통하여 학생의 인권을 보호하고 학생을 건전한 사회구성원으로 육성하고자 하는 것에 있는바(구 학교폭력예방법 제1조), 그와 같은 공익은 원고가 입게 될 불이익보다 훨씬 우월하며, 이 사건 제1처분 자체가 지나치게 가혹하다거나 사회통념상 현저히 타당성을 잃었다고 보기 어렵다",False
 신뢰보호의 원칙 위배 여부,False
"신뢰보호의 원칙이 적용되기 위해서는 우선 행정청이 개인에 대하여 신뢰의 대상이 되는 공적인 견해표명을 하여야 한다(대법원  선고 2001두1512 판결, 대법원  선고 2013두2464 판결 등 참조)",False
 여기서 말하는 '신뢰'는 어떠한 처분을 하겠다는 신뢰(주로 수익적 처분의 경우) 또는 어떠한 처분을 하지 않겠다는 신뢰(주로 침익적 처분의 경우)를 의미한다,False
" 그런데 침익적 처분인 이 사건 제1처분의 경우, 행정청인 피고가 이전에 이 사건 제1처분을 하지 않겠다는 의사를 표시한 사실을 인정할 증거가 없다[원고는 C초의 교감 및 학생부장이 '원고가 C초를 졸업할 때까지 이 사건 기록을 삭제해주겠다'는 취지로 한 약속을 공적인 견해표명으로 보아야 한다고 주장하나, 위와 같은 내용의 약속이 있었다는 사실을 인정할 증거가 없을 뿐만 아니라(을 제3호증 6쪽에 의하면, 피고는  초등학교 학교생활기록에서 삭제하기 어렵다고 통보하였다고 주장한다), 설령 이와 달리 보더라도 그러한 약속을 이 사건 제1처분을 하지 않겠다는 의사가 표시한 것과 동일하게 취급될 수는 없다)",False
 결국 이 사건 제1처분은 나머지 점에 관하여 더 나아가 살필 필요 없이 신뢰보호의 원칙을 위반한 것으로 볼 수 없다,False
 이와 전제를 달리하는 원고의 주장도 이유 없다,False
 결론,False
"그렇다면 이 사건 소 중 이 사건 제2처분의 취소청구 부분은 부적법하므로 각하하고, 원고의 나머지 청구는 이유 없으므로 이를 기각하기로 하여 주문과 같이 판결한다",False
,False
 처분의 경위,False
" 원고는 경 D초등학교(이하 '이 사건 학교'라 한다) 5학년에, E는 경 F초등학교 4학년에 각 재학 중이던 학생이고, 피고는 이 사건 학교의 교장이다",False
" 이 사건 학교의 학교폭력대책자치위원회(이하 '자치위원회'라고 한다)는  원고와 E가 서로에게 학교폭력(신체폭력)을 행사하였다는 사안으로 회의를 개최하여, 원고를 가해학생 겸 피해학생으로 결정하면서, 가해학생에 대한 조치로는 '조치없음'을, 피해학생에 대한 조치로는 '심리상담 및 조언'의 처분을 각 의결하였고, 피고는  위 의결에 따라 원고와 E에게 자치위원회 결과통지를 하였다",False
" F초등학교 자치위원회는  회의를 열어 E 및 원고에 대하여 가해학생, 피해학생 구분 없이 모두 '조치없음'으로 의결하였고, F초등학교장은  위 의결에 따라 자치위원회 결과통지를 하면서, 원고와 E를 가해학생·피해학생란에 모두 기재하고, '조치결정내용'란에는 각 '조치없음'이라고 기재하였다",False
" 원고의 보호자인 모(母) C는  대구광역시 학교폭력대책지역위원회(이하 '지역위원회'라고 한다)에, F초등학교장의 E에 대한 위 조치없음 결정에 대하여 학교폭력예방 및 대책에 관한 법률(이하 '학교폭력예방법'이라고 한다) 제17조의2 제1항에 따라 아래와 같이 재심청구를 하였다(한편, E 및 E의 보호자는 이 사건 학교 자치위원회의 ?16",False
자 의결 및 이에 따른 피고의 결정에 대하여는 재심기간 내 재심청구를 하지 않았다),False
<이미지2-1>,False
 지역위원회는  C의 위 재심청구에 대하여 다음과 같이 결정하였다,False
<이미지2-0>,False
" 그러자 이 사건 학교 자치위원회는 위 재심결정에 따라  회의를 열어 원고(가해학생)에 대하여 학교폭력예방법 제17조 제1항 제1호가 정하는 서면사과조치를 의결하였고, 피고는 위 의결에 따라  원고에게 '서면사과처분'(이하 '이 사건 처분'이라 한다)을 하였다",False
" C는  이 사건 처분에 대하여 지역위원회에 다시 재심을 청구하였으나, 지역위원회는 같은 해  재심청구를 기각하는 결정을 하였다",False
" 그러자 C는 다시 행정심판을 제기하였으나, 대구광역시교육청 행정심판위원회는  행정심판청구를 기각하였다",False
"[인정근거] 다툼 없는 사실, 갑 제6 내지 내지 증(각 가지번호 포함, 이하 같다), 을 제증의 각 기재, 제1심 법원의 F초등학교에 대한 사실조회 결과, 변론 전체의 취지",False
 본안 전 항변에 관한 판단,False
 피고의 주장,False
"원고는  G초등학교로 전출하였고,  위 초등학교를 졸업하여 중학교에 진학하였다",False
" 원고는 이 사건 처분에 따라 실제로 서면사과를 한 바 없고, 피고가 원고에게 한 '서면사과조치' 기재는 학교생활기록작성 및 관리지침 제18조 제5항에 따라 원고의 졸업과 동시에 생활기록부에서 삭제되었으므로, 원고는 더 이상 이 사건 처분의 취소를 구할 소의 이익이 없어 이 사건 소는 부적법하므로 각하되어야 한다",False
 관계 법령,False
별지 관계 법령 기재와 같다,False
 판단,False
 법률상 이익에 관한 법리,False
"효력이 상실된 처분으로 인하여 어떠한 법률상 이익이 침해되고 있지 아니한 경우 그 처분은 과거의 법률관계에 불과하므로, 그 취소를 구하는 것은 법률상 이익이 없다(대법원  선고 2011두6400 전원합의체 판결 등 참조)",False
" 또한, 처분의 취소를 구하는 이유가 단순히 그 처분으로 입은 사회적인 명예의 손상을 회복하기 위한 것이라면 이는 사실상의 이익에 불과한 것으로 처분의 취소를 구할 법률상 이익에 해당된다고 볼 수 없다(대법원  선고 95누12347 판결 등 참조)",False
"?설령 원고가 이 사건 처분이 위법하다는 점에 대한 판결을 받아 관련 민사소송에서 이를 원용할 수 있는 이익이 있다 하더라도, 그러한 이익은 사실적·경제적 이익에 불과하여 이 사건 처분의 취소를 구할 법률상 이익에 해당하지 않는다(대법원  선고 2000두2457 판결 등 참조)",False
 학교폭력예방법의 해석에 따른 서면사과처분의 성질,False
"학교폭력예방법(이하 '법'이라 한다) 제12조 제1항, 같은 법 시행령 제13조 제1항은 학교폭력의 예방 및 대책에 관련된 사항을 심의하기 위하여 학교에 자치위원회를 두고, 학교폭력 피해학생과 가해학생이 각각 다른 학교에 재학 중인 경우 둘 이상의 학교가 공동으로 자치위원회를 구성할 수 있다고 정하고 있다",False
